month,day,year_after_2021,hour,day_of_week,count
7,28,0,12,2,120.0
7,28,0,13,2,84.0
7,28,0,14,2,70.0
7,28,0,15,2,62.0
7,28,0,16,2,66.0
7,28,0,17,2,64.0
7,28,0,18,2,64.0
7,28,0,19,2,41.0
7,28,0,20,2,24.0
7,28,0,21,2,18.0
7,28,0,22,2,7.0
7,28,0,23,2,4.0
7,29,0,0,3,0.0
7,29,0,1,3,0.0
7,29,0,2,3,0.0
7,29,0,3,3,0.0
7,29,0,4,3,0.0
7,29,0,5,3,0.0
7,29,0,6,3,1.0
7,29,0,7,3,3.0
7,29,0,8,3,38.0
7,29,0,9,3,56.0
7,29,0,10,3,70.0
7,29,0,11,3,65.0
7,29,0,12,3,59.0
7,29,0,13,3,68.0
7,29,0,14,3,76.0
7,29,0,15,3,77.0
7,29,0,16,3,53.0
7,29,0,17,3,54.0
7,29,0,18,3,44.0
7,29,0,19,3,28.0
7,29,0,20,3,28.0
7,29,0,21,3,18.0
7,29,0,22,3,1.0
7,29,0,23,3,2.0
7,30,0,0,4,0.0
7,30,0,1,4,0.0
7,30,0,2,4,0.0
7,30,0,3,4,0.0
7,30,0,4,4,0.0
7,30,0,5,4,0.0
7,30,0,6,4,0.0
7,30,0,7,4,0.0
7,30,0,8,4,31.0
7,30,0,9,4,53.0
7,30,0,10,4,46.0
7,30,0,11,4,51.0
7,30,0,12,4,50.0
7,30,0,13,4,63.0
7,30,0,14,4,76.0
7,30,0,15,4,46.0
7,30,0,16,4,61.0
7,30,0,17,4,34.0
7,30,0,18,4,22.0
7,30,0,19,4,20.0
7,30,0,20,4,10.0
7,30,0,21,4,4.0
7,30,0,22,4,0.0
7,30,0,23,4,0.0
7,31,0,0,5,0.0
7,31,0,1,5,0.0
7,31,0,2,5,0.0
7,31,0,3,5,0.0
7,31,0,4,5,0.0
7,31,0,5,5,0.0
7,31,0,6,5,0.0
7,31,0,7,5,0.0
7,31,0,8,5,4.0
7,31,0,9,5,11.0
7,31,0,10,5,18.0
7,31,0,11,5,12.0
7,31,0,12,5,55.0
7,31,0,13,5,50.0
7,31,0,14,5,31.0
7,31,0,15,5,43.0
7,31,0,16,5,29.0
7,31,0,17,5,24.0
7,31,0,18,5,33.0
7,31,0,19,5,27.0
7,31,0,20,5,7.0
7,31,0,21,5,5.0
7,31,0,22,5,0.0
7,31,0,23,5,0.0
8,1,0,0,6,0.0
8,1,0,1,6,0.0
8,1,0,2,6,0.0
8,1,0,3,6,0.0
8,1,0,4,6,0.0
8,1,0,5,6,0.0
8,1,0,6,6,0.0
8,1,0,7,6,0.0
8,1,0,8,6,0.0
8,1,0,9,6,0.0
8,1,0,10,6,0.0
8,1,0,11,6,15.0
8,1,0,12,6,101.0
8,1,0,13,6,54.0
8,1,0,14,6,57.0
8,1,0,15,6,52.0
8,1,0,16,6,44.0
8,1,0,17,6,40.0
8,1,0,18,6,27.0
8,1,0,19,6,27.0
8,1,0,20,6,23.0
8,1,0,21,6,15.0
8,1,0,22,6,6.0
8,1,0,23,6,1.0
8,2,0,0,0,0.0
8,2,0,1,0,0.0
8,2,0,2,0,0.0
8,2,0,3,0,0.0
8,2,0,4,0,0.0
8,2,0,5,0,0.0
8,2,0,6,0,0.0
8,2,0,7,0,5.0
8,2,0,8,0,47.0
8,2,0,9,0,62.0
8,2,0,10,0,67.0
8,2,0,11,0,71.0
8,2,0,12,0,71.0
8,2,0,13,0,80.0
8,2,0,14,0,70.0
8,2,0,15,0,91.0
8,2,0,16,0,65.0
8,2,0,17,0,61.0
8,2,0,18,0,61.0
8,2,0,19,0,37.0
8,2,0,20,0,37.0
8,2,0,21,0,27.0
8,2,0,22,0,19.0
8,2,0,23,0,3.0
8,3,0,0,1,4.0
8,3,0,1,1,1.0
8,3,0,2,1,0.0
8,3,0,3,1,0.0
8,3,0,4,1,0.0
8,3,0,5,1,0.0
8,3,0,6,1,1.0
8,3,0,7,1,7.0
8,3,0,8,1,37.0
8,3,0,9,1,80.0
8,3,0,10,1,75.0
8,3,0,11,1,80.0
8,3,0,12,1,89.0
8,3,0,13,1,89.0
8,3,0,14,1,83.0
8,3,0,15,1,84.0
8,3,0,16,1,75.0
8,3,0,17,1,62.0
8,3,0,18,1,43.0
8,3,0,19,1,48.0
8,3,0,20,1,23.0
8,3,0,21,1,17.0
8,3,0,22,1,11.0
8,3,0,23,1,9.0
8,4,0,0,2,6.0
8,4,0,1,2,1.0
8,4,0,2,2,1.0
8,4,0,3,2,2.0
8,4,0,4,2,0.0
8,4,0,5,2,5.0
8,4,0,6,2,2.0
8,4,0,7,2,15.0
8,4,0,8,2,50.0
8,4,0,9,2,60.0
8,4,0,10,2,57.0
8,4,0,11,2,64.0
8,4,0,12,2,73.0
8,4,0,13,2,84.0
8,4,0,14,2,67.0
8,4,0,15,2,79.0
8,4,0,16,2,96.0
8,4,0,17,2,54.0
8,4,0,18,2,51.0
8,4,0,19,2,43.0
8,4,0,20,2,18.0
8,4,0,21,2,13.0
8,4,0,22,2,12.0
8,4,0,23,2,9.0
8,5,0,0,3,6.0
8,5,0,1,3,2.0
8,5,0,2,3,2.0
8,5,0,3,3,0.0
8,5,0,4,3,0.0
8,5,0,5,3,2.0
8,5,0,6,3,3.0
8,5,0,7,3,15.0
8,5,0,8,3,25.0
8,5,0,9,3,53.0
8,5,0,10,3,29.0
8,5,0,11,3,47.0
8,5,0,12,3,41.0
8,5,0,13,3,73.0
8,5,0,14,3,61.0
8,5,0,15,3,64.0
8,5,0,16,3,44.0
8,5,0,17,3,39.0
8,5,0,18,3,32.0
8,5,0,19,3,38.0
8,5,0,20,3,14.0
8,5,0,21,3,15.0
8,5,0,22,3,9.0
8,5,0,23,3,5.0
8,6,0,0,4,6.0
8,6,0,1,4,3.0
8,6,0,2,4,1.0
8,6,0,3,4,0.0
8,6,0,4,4,1.0
8,6,0,5,4,3.0
8,6,0,6,4,2.0
8,6,0,7,4,4.0
8,6,0,8,4,28.0
8,6,0,9,4,53.0
8,6,0,10,4,37.0
8,6,0,11,4,44.0
8,6,0,12,4,55.0
8,6,0,13,4,58.0
8,6,0,14,4,71.0
8,6,0,15,4,65.0
8,6,0,16,4,46.0
8,6,0,17,4,30.0
8,6,0,18,4,31.0
8,6,0,19,4,32.0
8,6,0,20,4,20.0
8,6,0,21,4,19.0
8,6,0,22,4,7.0
8,6,0,23,4,3.0
8,7,0,0,5,3.0
8,7,0,1,5,0.0
8,7,0,2,5,0.0
8,7,0,3,5,0.0
8,7,0,4,5,0.0
8,7,0,5,5,0.0
8,7,0,6,5,3.0
8,7,0,7,5,1.0
8,7,0,8,5,8.0
8,7,0,9,5,19.0
8,7,0,10,5,17.0
8,7,0,11,5,36.0
8,7,0,12,5,43.0
8,7,0,13,5,41.0
8,7,0,14,5,39.0
8,7,0,15,5,31.0
8,7,0,16,5,38.0
8,7,0,17,5,41.0
8,7,0,18,5,26.0
8,7,0,19,5,20.0
8,7,0,20,5,28.0
8,7,0,21,5,0.0
8,7,0,22,5,0.0
8,7,0,23,5,0.0
8,8,0,0,6,0.0
8,8,0,1,6,0.0
8,8,0,2,6,0.0
8,8,0,3,6,0.0
8,8,0,4,6,0.0
8,8,0,5,6,0.0
8,8,0,6,6,0.0
8,8,0,7,6,0.0
8,8,0,8,6,0.0
8,8,0,9,6,0.0
8,8,0,10,6,4.0
8,8,0,11,6,76.0
8,8,0,12,6,74.0
8,8,0,13,6,53.0
8,8,0,14,6,79.0
8,8,0,15,6,55.0
8,8,0,16,6,44.0
8,8,0,17,6,58.0
8,8,0,18,6,29.0
8,8,0,19,6,24.0
8,8,0,20,6,24.0
8,8,0,21,6,11.0
8,8,0,22,6,6.0
8,8,0,23,6,4.0
8,9,0,0,0,4.0
8,9,0,1,0,0.0
8,9,0,2,0,0.0
8,9,0,3,0,0.0
8,9,0,4,0,0.0
8,9,0,5,0,0.0
8,9,0,6,0,5.0
8,9,0,7,0,15.0
8,9,0,8,0,57.0
8,9,0,9,0,64.0
8,9,0,10,0,54.0
8,9,0,11,0,83.0
8,9,0,12,0,64.0
8,9,0,13,0,92.0
8,9,0,14,0,65.0
8,9,0,15,0,95.0
8,9,0,16,0,80.0
8,9,0,17,0,59.0
8,9,0,18,0,72.0
8,9,0,19,0,39.0
8,9,0,20,0,27.0
8,9,0,21,0,11.0
8,9,0,22,0,14.0
8,9,0,23,0,5.0
8,10,0,0,1,0.0
8,10,0,1,1,5.0
8,10,0,2,1,0.0
8,10,0,3,1,0.0
8,10,0,4,1,0.0
8,10,0,5,1,2.0
8,10,0,6,1,3.0
8,10,0,7,1,12.0
8,10,0,8,1,39.0
8,10,0,9,1,57.0
8,10,0,10,1,73.0
8,10,0,11,1,84.0
8,10,0,12,1,97.0
8,10,0,13,1,101.0
8,10,0,14,1,84.0
8,10,0,15,1,85.0
8,10,0,16,1,60.0
8,10,0,17,1,69.0
8,10,0,18,1,53.0
8,10,0,19,1,45.0
8,10,0,20,1,26.0
8,10,0,21,1,21.0
8,10,0,22,1,12.0
8,10,0,23,1,6.0
8,11,0,0,2,1.0
8,11,0,1,2,3.0
8,11,0,2,2,0.0
8,11,0,3,2,0.0
8,11,0,4,2,1.0
8,11,0,5,2,1.0
8,11,0,6,2,2.0
8,11,0,7,2,25.0
8,11,0,8,2,37.0
8,11,0,9,2,57.0
8,11,0,10,2,76.0
8,11,0,11,2,77.0
8,11,0,12,2,104.0
8,11,0,13,2,105.0
8,11,0,14,2,66.0
8,11,0,15,2,80.0
8,11,0,16,2,69.0
8,11,0,17,2,86.0
8,11,0,18,2,37.0
8,11,0,19,2,40.0
8,11,0,20,2,23.0
8,11,0,21,2,29.0
8,11,0,22,2,11.0
8,11,0,23,2,10.0
8,12,0,0,3,2.0
8,12,0,1,3,5.0
8,12,0,2,3,1.0
8,12,0,3,3,2.0
8,12,0,4,3,0.0
8,12,0,5,3,2.0
8,12,0,6,3,3.0
8,12,0,7,3,23.0
8,12,0,8,3,40.0
8,12,0,9,3,83.0
8,12,0,10,3,73.0
8,12,0,11,3,57.0
8,12,0,12,3,78.0
8,12,0,13,3,90.0
8,12,0,14,3,98.0
8,12,0,15,3,109.0
8,12,0,16,3,62.0
8,12,0,17,3,51.0
8,12,0,18,3,59.0
8,12,0,19,3,38.0
8,12,0,20,3,41.0
8,12,0,21,3,13.0
8,12,0,22,3,15.0
8,12,0,23,3,11.0
8,13,0,0,4,4.0
8,13,0,1,4,2.0
8,13,0,2,4,3.0
8,13,0,3,4,0.0
8,13,0,4,4,1.0
8,13,0,5,4,3.0
8,13,0,6,4,4.0
8,13,0,7,4,17.0
8,13,0,8,4,38.0
8,13,0,9,4,50.0
8,13,0,10,4,59.0
8,13,0,11,4,65.0
8,13,0,12,4,66.0
8,13,0,13,4,80.0
8,13,0,14,4,87.0
8,13,0,15,4,63.0
8,13,0,16,4,62.0
8,13,0,17,4,46.0
8,13,0,18,4,43.0
8,13,0,19,4,25.0
8,13,0,20,4,32.0
8,13,0,21,4,33.0
8,13,0,22,4,18.0
8,13,0,23,4,6.0
8,14,0,0,5,1.0
8,14,0,1,5,5.0
8,14,0,2,5,3.0
8,14,0,3,5,5.0
8,14,0,4,5,0.0
8,14,0,5,5,0.0
8,14,0,6,5,1.0
8,14,0,7,5,7.0
8,14,0,8,5,6.0
8,14,0,9,5,15.0
8,14,0,10,5,36.0
8,14,0,11,5,49.0
8,14,0,12,5,53.0
8,14,0,13,5,55.0
8,14,0,14,5,43.0
8,14,0,15,5,51.0
8,14,0,16,5,40.0
8,14,0,17,5,30.0
8,14,0,18,5,27.0
8,14,0,19,5,16.0
8,14,0,20,5,9.0
8,14,0,21,5,0.0
8,14,0,22,5,0.0
8,14,0,23,5,0.0
8,15,0,0,6,0.0
8,15,0,1,6,0.0
8,15,0,2,6,0.0
8,15,0,3,6,0.0
8,15,0,4,6,0.0
8,15,0,5,6,0.0
8,15,0,6,6,0.0
8,15,0,7,6,0.0
8,15,0,8,6,0.0
8,15,0,9,6,0.0
8,15,0,10,6,4.0
8,15,0,11,6,69.0
8,15,0,12,6,67.0
8,15,0,13,6,58.0
8,15,0,14,6,61.0
8,15,0,15,6,52.0
8,15,0,16,6,48.0
8,15,0,17,6,46.0
8,15,0,18,6,42.0
8,15,0,19,6,34.0
8,15,0,20,6,30.0
8,15,0,21,6,16.0
8,15,0,22,6,18.0
8,15,0,23,6,15.0
8,16,0,0,0,1.0
8,16,0,1,0,4.0
8,16,0,2,0,2.0
8,16,0,3,0,2.0
8,16,0,4,0,0.0
8,16,0,5,0,1.0
8,16,0,6,0,3.0
8,16,0,7,0,15.0
8,16,0,8,0,37.0
8,16,0,9,0,69.0
8,16,0,10,0,66.0
8,16,0,11,0,67.0
8,16,0,12,0,93.0
8,16,0,13,0,85.0
8,16,0,14,0,79.0
8,16,0,15,0,88.0
8,16,0,16,0,70.0
8,16,0,17,0,65.0
8,16,0,18,0,83.0
8,16,0,19,0,37.0
8,16,0,20,0,31.0
8,16,0,21,0,22.0
8,16,0,22,0,15.0
8,16,0,23,0,13.0
8,17,0,0,1,5.0
8,17,0,1,1,5.0
8,17,0,2,1,4.0
8,17,0,3,1,2.0
8,17,0,4,1,0.0
8,17,0,5,1,2.0
8,17,0,6,1,5.0
8,17,0,7,1,26.0
8,17,0,8,1,67.0
8,17,0,9,1,77.0
8,17,0,10,1,84.0
8,17,0,11,1,91.0
8,17,0,12,1,103.0
8,17,0,13,1,105.0
8,17,0,14,1,101.0
8,17,0,15,1,102.0
8,17,0,16,1,72.0
8,17,0,17,1,56.0
8,17,0,18,1,46.0
8,17,0,19,1,55.0
8,17,0,20,1,41.0
8,17,0,21,1,23.0
8,17,0,22,1,10.0
8,17,0,23,1,17.0
8,18,0,0,2,6.0
8,18,0,1,2,5.0
8,18,0,2,2,2.0
8,18,0,3,2,1.0
8,18,0,4,2,0.0
8,18,0,5,2,3.0
8,18,0,6,2,1.0
8,18,0,7,2,19.0
8,18,0,8,2,57.0
8,18,0,9,2,68.0
8,18,0,10,2,78.0
8,18,0,11,2,76.0
8,18,0,12,2,76.0
8,18,0,13,2,111.0
8,18,0,14,2,85.0
8,18,0,15,2,80.0
8,18,0,16,2,78.0
8,18,0,17,2,64.0
8,18,0,18,2,46.0
8,18,0,19,2,42.0
8,18,0,20,2,36.0
8,18,0,21,2,21.0
8,18,0,22,2,13.0
8,18,0,23,2,15.0
8,19,0,0,3,6.0
8,19,0,1,3,3.0
8,19,0,2,3,1.0
8,19,0,3,3,5.0
8,19,0,4,3,0.0
8,19,0,5,3,3.0
8,19,0,6,3,2.0
8,19,0,7,3,21.0
8,19,0,8,3,46.0
8,19,0,9,3,51.0
8,19,0,10,3,48.0
8,19,0,11,3,39.0
8,19,0,12,3,56.0
8,19,0,13,3,61.0
8,19,0,14,3,69.0
8,19,0,15,3,61.0
8,19,0,16,3,47.0
8,19,0,17,3,41.0
8,19,0,18,3,47.0
8,19,0,19,3,35.0
8,19,0,20,3,25.0
8,19,0,21,3,23.0
8,19,0,22,3,15.0
8,19,0,23,3,13.0
8,20,0,0,4,4.0
8,20,0,1,4,4.0
8,20,0,2,4,1.0
8,20,0,3,4,3.0
8,20,0,4,4,5.0
8,20,0,5,4,2.0
8,20,0,6,4,2.0
8,20,0,7,4,12.0
8,20,0,8,4,26.0
8,20,0,9,4,40.0
8,20,0,10,4,42.0
8,20,0,11,4,56.0
8,20,0,12,4,66.0
8,20,0,13,4,69.0
8,20,0,14,4,71.0
8,20,0,15,4,53.0
8,20,0,16,4,43.0
8,20,0,17,4,46.0
8,20,0,18,4,43.0
8,20,0,19,4,32.0
8,20,0,20,4,15.0
8,20,0,21,4,18.0
8,20,0,22,4,8.0
8,20,0,23,4,5.0
8,21,0,0,5,4.0
8,21,0,1,5,6.0
8,21,0,2,5,0.0
8,21,0,3,5,2.0
8,21,0,4,5,0.0
8,21,0,5,5,2.0
8,21,0,6,5,1.0
8,21,0,7,5,5.0
8,21,0,8,5,3.0
8,21,0,9,5,12.0
8,21,0,10,5,26.0
8,21,0,11,5,36.0
8,21,0,12,5,47.0
8,21,0,13,5,41.0
8,21,0,14,5,33.0
8,21,0,15,5,41.0
8,21,0,16,5,49.0
8,21,0,17,5,26.0
8,21,0,18,5,23.0
8,21,0,19,5,14.0
8,21,0,20,5,14.0
8,21,0,21,5,2.0
8,21,0,22,5,0.0
8,21,0,23,5,2.0
8,22,0,0,6,1.0
8,22,0,1,6,0.0
8,22,0,2,6,0.0
8,22,0,3,6,0.0
8,22,0,4,6,0.0
8,22,0,5,6,0.0
8,22,0,6,6,0.0
8,22,0,7,6,0.0
8,22,0,8,6,0.0
8,22,0,9,6,0.0
8,22,0,10,6,1.0
8,22,0,11,6,30.0
8,22,0,12,6,40.0
8,22,0,13,6,44.0
8,22,0,14,6,34.0
8,22,0,15,6,44.0
8,22,0,16,6,44.0
8,22,0,17,6,21.0
8,22,0,18,6,33.0
8,22,0,19,6,17.0
8,22,0,20,6,15.0
8,22,0,21,6,11.0
8,22,0,22,6,9.0
8,22,0,23,6,6.0
8,23,0,0,0,2.0
8,23,0,1,0,0.0
8,23,0,2,0,0.0
8,23,0,3,0,1.0
8,23,0,4,0,0.0
8,23,0,5,0,2.0
8,23,0,6,0,5.0
8,23,0,7,0,21.0
8,23,0,8,0,55.0
8,23,0,9,0,57.0
8,23,0,10,0,76.0
8,23,0,11,0,74.0
8,23,0,12,0,81.0
8,23,0,13,0,69.0
8,23,0,14,0,53.0
8,23,0,15,0,61.0
8,23,0,16,0,71.0
8,23,0,17,0,45.0
8,23,0,18,0,40.0
8,23,0,19,0,45.0
8,23,0,20,0,19.0
8,23,0,21,0,14.0
8,23,0,22,0,8.0
8,23,0,23,0,8.0
8,24,0,0,1,0.0
8,24,0,1,1,0.0
8,24,0,2,1,0.0
8,24,0,3,1,0.0
8,24,0,4,1,1.0
8,24,0,5,1,0.0
8,24,0,6,1,8.0
8,24,0,7,1,21.0
8,24,0,8,1,43.0
8,24,0,9,1,43.0
8,24,0,10,1,47.0
8,24,0,11,1,69.0
8,24,0,12,1,51.0
8,24,0,13,1,63.0
8,24,0,14,1,57.0
8,24,0,15,1,68.0
8,24,0,16,1,65.0
8,24,0,17,1,54.0
8,24,0,18,1,33.0
8,24,0,19,1,36.0
8,24,0,20,1,37.0
8,24,0,21,1,25.0
8,24,0,22,1,15.0
8,24,0,23,1,12.0
8,25,0,0,2,4.0
8,25,0,1,2,0.0
8,25,0,2,2,4.0
8,25,0,3,2,0.0
8,25,0,4,2,0.0
8,25,0,5,2,1.0
8,25,0,6,2,0.0
8,25,0,7,2,17.0
8,25,0,8,2,51.0
8,25,0,9,2,53.0
8,25,0,10,2,42.0
8,25,0,11,2,47.0
8,25,0,12,2,74.0
8,25,0,13,2,51.0
8,25,0,14,2,50.0
8,25,0,15,2,49.0
8,25,0,16,2,46.0
8,25,0,17,2,58.0
8,25,0,18,2,29.0
8,25,0,19,2,32.0
8,25,0,20,2,19.0
8,25,0,21,2,16.0
8,25,0,22,2,15.0
8,25,0,23,2,7.0
8,26,0,0,3,7.0
8,26,0,1,3,0.0
8,26,0,2,3,1.0
8,26,0,3,3,1.0
8,26,0,4,3,0.0
8,26,0,5,3,2.0
8,26,0,6,3,3.0
8,26,0,7,3,18.0
8,26,0,8,3,41.0
8,26,0,9,3,38.0
8,26,0,10,3,43.0
8,26,0,11,3,52.0
8,26,0,12,3,70.0
8,26,0,13,3,67.0
8,26,0,14,3,70.0
8,26,0,15,3,57.0
8,26,0,16,3,53.0
8,26,0,17,3,51.0
8,26,0,18,3,39.0
8,26,0,19,3,22.0
8,26,0,20,3,31.0
8,26,0,21,3,6.0
8,26,0,22,3,6.0
8,26,0,23,3,13.0
8,27,0,0,4,1.0
8,27,0,1,4,1.0
8,27,0,2,4,2.0
8,27,0,3,4,2.0
8,27,0,4,4,0.0
8,27,0,5,4,2.0
8,27,0,6,4,3.0
8,27,0,7,4,15.0
8,27,0,8,4,39.0
8,27,0,9,4,52.0
8,27,0,10,4,44.0
8,27,0,11,4,41.0
8,27,0,12,4,67.0
8,27,0,13,4,58.0
8,27,0,14,4,71.0
8,27,0,15,4,47.0
8,27,0,16,4,46.0
8,27,0,17,4,37.0
8,27,0,18,4,43.0
8,27,0,19,4,24.0
8,27,0,20,4,10.0
8,27,0,21,4,13.0
8,27,0,22,4,12.0
8,27,0,23,4,9.0
8,28,0,0,5,2.0
8,28,0,1,5,1.0
8,28,0,2,5,0.0
8,28,0,3,5,0.0
8,28,0,4,5,1.0
8,28,0,5,5,0.0
8,28,0,6,5,1.0
8,28,0,7,5,0.0
8,28,0,8,5,7.0
8,28,0,9,5,11.0
8,28,0,10,5,17.0
8,28,0,11,5,11.0
8,28,0,12,5,29.0
8,28,0,13,5,36.0
8,28,0,14,5,27.0
8,28,0,15,5,35.0
8,28,0,16,5,21.0
8,28,0,17,5,24.0
8,28,0,18,5,20.0
8,28,0,19,5,19.0
8,28,0,20,5,13.0
8,28,0,21,5,0.0
8,28,0,22,5,0.0
8,28,0,23,5,0.0
8,29,0,0,6,0.0
8,29,0,1,6,0.0
8,29,0,2,6,0.0
8,29,0,3,6,0.0
8,29,0,4,6,0.0
8,29,0,5,6,0.0
8,29,0,6,6,0.0
8,29,0,7,6,0.0
8,29,0,8,6,0.0
8,29,0,9,6,0.0
8,29,0,10,6,11.0
8,29,0,11,6,37.0
8,29,0,12,6,39.0
8,29,0,13,6,38.0
8,29,0,14,6,35.0
8,29,0,15,6,48.0
8,29,0,16,6,68.0
8,29,0,17,6,42.0
8,29,0,18,6,40.0
8,29,0,19,6,32.0
8,29,0,20,6,30.0
8,29,0,21,6,15.0
8,29,0,22,6,10.0
8,29,0,23,6,15.0
8,30,0,0,0,5.0
8,30,0,1,0,4.0
8,30,0,2,0,1.0
8,30,0,3,0,0.0
8,30,0,4,0,2.0
8,30,0,5,0,2.0
8,30,0,6,0,2.0
8,30,0,7,0,13.0
8,30,0,8,0,42.0
8,30,0,9,0,63.0
8,30,0,10,0,67.0
8,30,0,11,0,88.0
8,30,0,12,0,131.0
8,30,0,13,0,124.0
8,30,0,14,0,127.0
8,30,0,15,0,129.0
8,30,0,16,0,130.0
8,30,0,17,0,73.0
8,30,0,18,0,42.0
8,30,0,19,0,64.0
8,30,0,20,0,44.0
8,30,0,21,0,19.0
8,30,0,22,0,21.0
8,30,0,23,0,24.0
8,31,0,0,1,7.0
8,31,0,1,1,2.0
8,31,0,2,1,0.0
8,31,0,3,1,0.0
8,31,0,4,1,1.0
8,31,0,5,1,3.0
8,31,0,6,1,2.0
8,31,0,7,1,22.0
8,31,0,8,1,63.0
8,31,0,9,1,81.0
8,31,0,10,1,126.0
8,31,0,11,1,118.0
8,31,0,12,1,133.0
8,31,0,13,1,157.0
8,31,0,14,1,166.0
8,31,0,15,1,128.0
8,31,0,16,1,158.0
8,31,0,17,1,106.0
8,31,0,18,1,65.0
8,31,0,19,1,68.0
8,31,0,20,1,71.0
8,31,0,21,1,66.0
8,31,0,22,1,20.0
8,31,0,23,1,18.0
9,1,0,0,2,11.0
9,1,0,1,2,2.0
9,1,0,2,2,7.0
9,1,0,3,2,1.0
9,1,0,4,2,1.0
9,1,0,5,2,5.0
9,1,0,6,2,8.0
9,1,0,7,2,21.0
9,1,0,8,2,73.0
9,1,0,9,2,85.0
9,1,0,10,2,113.0
9,1,0,11,2,149.0
9,1,0,12,2,155.0
9,1,0,13,2,146.0
9,1,0,14,2,152.0
9,1,0,15,2,138.0
9,1,0,16,2,129.0
9,1,0,17,2,71.0
9,1,0,18,2,45.0
9,1,0,19,2,53.0
9,1,0,20,2,43.0
9,1,0,21,2,13.0
9,1,0,22,2,11.0
9,1,0,23,2,7.0
9,2,0,0,3,1.0
9,2,0,1,3,0.0
9,2,0,2,3,0.0
9,2,0,3,3,0.0
9,2,0,4,3,1.0
9,2,0,5,3,2.0
9,2,0,6,3,3.0
9,2,0,7,3,19.0
9,2,0,8,3,59.0
9,2,0,9,3,87.0
9,2,0,10,3,117.0
9,2,0,11,3,116.0
9,2,0,12,3,175.0
9,2,0,13,3,179.0
9,2,0,14,3,171.0
9,2,0,15,3,147.0
9,2,0,16,3,122.0
9,2,0,17,3,108.0
9,2,0,18,3,66.0
9,2,0,19,3,67.0
9,2,0,20,3,53.0
9,2,0,21,3,35.0
9,2,0,22,3,25.0
9,2,0,23,3,30.0
9,3,0,0,4,9.0
9,3,0,1,4,9.0
9,3,0,2,4,10.0
9,3,0,3,4,0.0
9,3,0,4,4,0.0
9,3,0,5,4,3.0
9,3,0,6,4,6.0
9,3,0,7,4,18.0
9,3,0,8,4,56.0
9,3,0,9,4,85.0
9,3,0,10,4,98.0
9,3,0,11,4,144.0
9,3,0,12,4,168.0
9,3,0,13,4,149.0
9,3,0,14,4,160.0
9,3,0,15,4,153.0
9,3,0,16,4,116.0
9,3,0,17,4,75.0
9,3,0,18,4,73.0
9,3,0,19,4,46.0
9,3,0,20,4,42.0
9,3,0,21,4,43.0
9,3,0,22,4,15.0
9,3,0,23,4,8.0
9,4,0,0,5,12.0
9,4,0,1,5,11.0
9,4,0,2,5,0.0
9,4,0,3,5,4.0
9,4,0,4,5,1.0
9,4,0,5,5,1.0
9,4,0,6,5,3.0
9,4,0,7,5,1.0
9,4,0,8,5,9.0
9,4,0,9,5,27.0
9,4,0,10,5,58.0
9,4,0,11,5,96.0
9,4,0,12,5,91.0
9,4,0,13,5,108.0
9,4,0,14,5,113.0
9,4,0,15,5,101.0
9,4,0,16,5,104.0
9,4,0,17,5,81.0
9,4,0,18,5,54.0
9,4,0,19,5,48.0
9,4,0,20,5,45.0
9,4,0,21,5,1.0
9,4,0,22,5,0.0
9,4,0,23,5,0.0
9,5,0,0,6,0.0
9,5,0,1,6,0.0
9,5,0,2,6,0.0
9,5,0,3,6,0.0
9,5,0,4,6,0.0
9,5,0,5,6,0.0
9,5,0,6,6,0.0
9,5,0,7,6,0.0
9,5,0,8,6,0.0
9,5,0,9,6,0.0
9,5,0,10,6,31.0
9,5,0,11,6,102.0
9,5,0,12,6,111.0
9,5,0,13,6,106.0
9,5,0,14,6,110.0
9,5,0,15,6,168.0
9,5,0,16,6,111.0
9,5,0,17,6,98.0
9,5,0,18,6,87.0
9,5,0,19,6,56.0
9,5,0,20,6,51.0
9,5,0,21,6,48.0
9,5,0,22,6,32.0
9,5,0,23,6,18.0
9,6,0,0,0,12.0
9,6,0,1,0,9.0
9,6,0,2,0,5.0
9,6,0,3,0,3.0
9,6,0,4,0,1.0
9,6,0,5,0,0.0
9,6,0,6,0,3.0
9,6,0,7,0,12.0
9,6,0,8,0,47.0
9,6,0,9,0,112.0
9,6,0,10,0,156.0
9,6,0,11,0,173.0
9,6,0,12,0,216.0
9,6,0,13,0,227.0
9,6,0,14,0,265.0
9,6,0,15,0,272.0
9,6,0,16,0,198.0
9,6,0,17,0,207.0
9,6,0,18,0,121.0
9,6,0,19,0,62.0
9,6,0,20,0,53.0
9,6,0,21,0,38.0
9,6,0,22,0,20.0
9,6,0,23,0,16.0
9,7,0,0,1,8.0
9,7,0,1,1,5.0
9,7,0,2,1,9.0
9,7,0,3,1,0.0
9,7,0,4,1,1.0
9,7,0,5,1,3.0
9,7,0,6,1,2.0
9,7,0,7,1,28.0
9,7,0,8,1,89.0
9,7,0,9,1,209.0
9,7,0,10,1,261.0
9,7,0,11,1,297.0
9,7,0,12,1,442.0
9,7,0,13,1,383.0
9,7,0,14,1,479.0
9,7,0,15,1,411.0
9,7,0,16,1,308.0
9,7,0,17,1,236.0
9,7,0,18,1,179.0
9,7,0,19,1,158.0
9,7,0,20,1,119.0
9,7,0,21,1,97.0
9,7,0,22,1,52.0
9,7,0,23,1,31.0
9,8,0,0,2,8.0
9,8,0,1,2,3.0
